image,labels,n_objects,contains_top,split
_UL3Z9NL5b_8qLoRKCVuWQ,"['other-sign', 'other-sign', 'regulatory--go-straight--g1', 'other-sign', 'other-sign', 'other-sign', 'complementary--go-right--g2', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'regulatory--maximum-speed-limit-60--g1', 'complementary--chevron-right--g4', 'other-sign', 'other-sign', 'warning--traffic-merges-right--g2', 'other-sign', 'other-sign']",18,['regulatory--no-entry--g1'],val
_V7jPTm4MeQY-drvCCbFqQ,"['regulatory--go-straight--g1', 'regulatory--no-u-turn--g1', 'regulatory--no-parking--g1', 'regulatory--no-u-turn--g1', 'other-sign', 'other-sign', 'other-sign', 'complementary--extent-of-prohibition-area-both-direction--g1', 'regulatory--no-entry--g1', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'regulatory--no-stopping--g15', 'other-sign', 'other-sign', 'other-sign']",16,['regulatory--no-entry--g1'],test
_WFppWjYOlWDgGNmvAohAA,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'regulatory--yield--g1', 'complementary--go-left--g1', 'other-sign', 'other-sign', 'other-sign']",12,['regulatory--yield--g1'],train
_WH6IU7SdnSDPWIG6f9SLA,"['other-sign', 'warning--roundabout--g1', 'regulatory--no-right-turn--g1', 'information--motorway--g1', 'information--motorway--g1', 'regulatory--yield--g1', 'regulatory--keep-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",11,['regulatory--yield--g1'],test
_WJNbeBhGoWW39BHC08zuw,"['regulatory--wrong-way--g1', 'regulatory--wrong-way--g1', 'other-sign', 'regulatory--no-entry--g1', 'regulatory--stop-here-on-red-or-flashing-light--g1', 'regulatory--no-entry--g1', 'other-sign', 'other-sign']",8,['regulatory--no-entry--g1'],val
_Xa5YiPyEh_tmPVOdQm1tg,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--keep-right--g4', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--obstacle-delineator--g1', 'other-sign', 'regulatory--maximum-speed-limit-50--g6', 'regulatory--no-right-turn--g1', 'other-sign', 'warning--roundabout--g25', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",24,['regulatory--no-entry--g1'],train
_Yy9eCPb2I5CyIhxQwYNAA,"['complementary--chevron-right--g1', 'complementary--maximum-speed-limit-30--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'warning--hairpin-curve-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1']",7,['complementary--chevron-right--g1'],train
_ZCBOHZ3-qAMZiWs0l_TCg,"['warning--double-turn-first-right--g1', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--maximum-speed-limit-60--g1', 'other-sign']",11,['complementary--chevron-right--g1'],test
__5wSiAMUy7m9ssKZZ2cEA,"['regulatory--height-limit--g1', 'regulatory--maximum-speed-limit-20--g1', 'regulatory--height-limit--g1', 'regulatory--no-entry--g1', 'other-sign']",5,['regulatory--no-entry--g1'],train
_cHgk4LFaRpDJKIKd-5hqQ,"['regulatory--go-straight--g1', 'regulatory--yield--g1', 'regulatory--keep-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",14,['regulatory--yield--g1'],train
_clv3gwes2yMPWhYMjXk1Q,"['regulatory--keep-right--g1', 'regulatory--yield--g1', 'regulatory--roundabout--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",8,['regulatory--yield--g1'],train
_ea2ess7ZlbdBZlQsQ66Mg,"['regulatory--maximum-speed-limit-70--g1', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign']",5,['regulatory--no-entry--g1'],train
_eyWXSYBPiHN8x8gF1YKdg,"['regulatory--no-entry--g1', 'information--parking--g1', 'complementary--go-left--g1', 'other-sign']",4,['regulatory--no-entry--g1'],val
_hhjIGQ_Re4Vq6VHpkd4tQ,"['complementary--chevron-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",8,['complementary--chevron-right--g1'],train
_htJjBBD3wHFBKdi6es28g,"['regulatory--go-straight--g1', 'regulatory--priority-road--g4', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'complementary--turn-right--g2']",6,['regulatory--yield--g1'],train
_iJxiQirwCjXkPm6AwU_HQ,"['regulatory--one-way-left--g2', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",9,['regulatory--no-entry--g1'],train
_j7hiPrSSSUe-Sdr-gOBBg,"['complementary--chevron-left--g1', 'other-sign']",2,['complementary--chevron-left--g1'],train
_jQ-yMZg5LxTscf1njAViA,"['other-sign', 'other-sign', 'other-sign', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'other-sign', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'complementary--chevron-right--g1', 'other-sign', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'other-sign']",17,['complementary--chevron-right--g1'],test
_jSql3v84jZKQ03SHjH-bQ,"['regulatory--no-entry--g1', 'regulatory--one-way-right--g1']",2,['regulatory--no-entry--g1'],train
_kCIkKTWrJZLNpew_n51Aw,"['regulatory--no-entry--g1', 'regulatory--no-turn-on-red--g1', 'other-sign', 'other-sign', 'regulatory--no-turn-on-red--g1', 'other-sign']",6,['regulatory--no-entry--g1'],train
_kW3AQOEKlcWgUOlv9KIIA,"['complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1']",15,['complementary--chevron-left--g1'],train
_kg8A2TqX3NoPxaaGhDtWA,"['warning--children--g2', 'other-sign', 'warning--road-bump--g2', 'other-sign', 'complementary--maximum-speed-limit-25--g1', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",10,['complementary--chevron-left--g1'],train
_lBP4opvSp84L6dwMS4nMw,"['regulatory--no-entry--g1', 'other-sign']",2,['regulatory--no-entry--g1'],test
_lVl87mXTWApcEaTVzm8Hg,"['other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",19,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",train
_mJm8Xy5gHxDHIZr6ywpfg,"['other-sign', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'regulatory--turn-right--g1', 'other-sign']",6,['regulatory--yield--g1'],train
_mVOX_V0YK-VBhp-bBkmIg,"['regulatory--yield--g1', 'regulatory--keep-left--g1', 'regulatory--turn-right--g1', 'regulatory--no-left-turn--g3', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",9,['regulatory--yield--g1'],val
_mdF5eQljH_9XhE7QH5yeQ,"['information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'regulatory--no-stopping--g15']",3,['information--pedestrians-crossing--g1'],train
_mk02BzVvUyWu16xXv-HbQ,"['other-sign', 'regulatory--yield--g1', 'regulatory--stop--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",9,['regulatory--yield--g1'],train
_mxkfW8MHA0QjgkZeLiKfA,"['regulatory--priority-road--g4', 'regulatory--end-of-speed-limit-zone--g1', 'warning--children--g1', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign']",7,['regulatory--no-entry--g1'],val
_n6AN6BsRQ6STdMredSgDw,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--height-limit--g1', 'other-sign', 'other-sign', 'complementary--chevron-right--g1', 'other-sign', 'information--end-of-motorway--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",32,['complementary--chevron-right--g1'],val
_nFpGOPlCmdRNVBtndDFMw,['regulatory--yield--g1'],1,['regulatory--yield--g1'],train
_ncNmrfRbeGS7nws7LEz2g,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--parking--g1', 'other-sign', 'information--parking--g1', 'other-sign', 'other-sign']",17,['regulatory--yield--g1'],test
_oMDr3nEe6o4r7DcepZDnw,"['other-sign', 'regulatory--keep-right--g1', 'regulatory--no-parking--g1', 'information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'regulatory--yield--g1', 'other-sign']",7,"['regulatory--yield--g1', 'information--pedestrians-crossing--g1']",train
_oi6lsLXcLfo27hCSUm8ww,"['complementary--maximum-speed-limit-35--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'warning--curve-left--g2', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1']",6,['complementary--chevron-left--g1'],train
_qQajQ3_jt6pJEfs2IRnXQ,"['regulatory--no-entry--g1', 'other-sign']",2,['regulatory--no-entry--g1'],test
_qs9YzY5Ju61oF715XA5Ew,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--roundabout--g1', 'regulatory--bicycles-only--g1', 'information--pedestrians-crossing--g1', 'regulatory--yield--g1', 'regulatory--roundabout--g1', 'other-sign']",10,"['regulatory--yield--g1', 'information--pedestrians-crossing--g1']",train
_sF4WtR6imTUPYMNOOspLA,"['regulatory--yield--g1', 'other-sign']",2,['regulatory--yield--g1'],train
_sY8Ft5kSxILSYFZJOKcMw,['information--pedestrians-crossing--g1'],1,['information--pedestrians-crossing--g1'],train
_srhj8RhP9_smPsfIKu7Zg,"['other-sign', 'regulatory--maximum-speed-limit-20--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-u-turn--g1', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'regulatory--maximum-speed-limit-40--g1', 'other-sign', 'other-sign', 'regulatory--buses-only--g1', 'regulatory--buses-only--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--buses-only--g1', 'other-sign']",21,['regulatory--no-entry--g1'],train
_sxL-VxyPZH3Vz_tvy4eEw,"['complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'warning--narrow-bridge--g3', 'complementary--chevron-left--g1']",4,['complementary--chevron-left--g1'],train
_tYSRrxDwm9vjnxCOSnHCA,"['regulatory--yield--g1', 'regulatory--yield--g1', 'regulatory--keep-right--g1', 'information--pedestrians-crossing--g1', 'regulatory--roundabout--g1', 'regulatory--roundabout--g1', 'complementary--chevron-right--g3', 'complementary--chevron-right-unsure--g6', 'complementary--chevron-right-unsure--g6']",9,"['regulatory--yield--g1', 'information--pedestrians-crossing--g1']",val
_tZ_uM2_yunxLTlctyut7w,"['other-sign', 'regulatory--yield--g1']",2,['regulatory--yield--g1'],train
_uyM3WtpjhgYwbgol5E0BQ,"['regulatory--no-entry--g1', 'regulatory--no-stopping--g15', 'regulatory--one-way-straight--g1', 'regulatory--no-entry--g1', 'regulatory--no-entry--g1', 'regulatory--no-stopping--g15']",6,['regulatory--no-entry--g1'],train
_vNXgyMo3FVf26j3-nTgCA,"['complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1']",3,['complementary--chevron-left--g1'],train
_wPsTEpCES5bhuiajKCUsw,"['other-sign', 'other-sign', 'complementary--chevron-left--g1']",3,['complementary--chevron-left--g1'],train
_wbOSf51TCo0FjHqmsx6cg,"['regulatory--yield--g1', 'regulatory--end-of-buses-only--g1']",2,['regulatory--yield--g1'],val
_wccB8hHnqUxLON6JufITg,"['other-sign', 'other-sign', 'other-sign', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'other-sign']",7,['complementary--chevron-left--g1'],train
_wolEsicbie4r3cii6OMCQ,"['regulatory--yield--g1', 'regulatory--no-entry--g1', 'warning--other-danger--g1', 'complementary--chevron-right--g3', 'complementary--chevron-right--g3', 'other-sign', 'other-sign', 'other-sign']",8,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",train
_xhen6c3c4GSLNpojKbDWw,"['regulatory--yield--g1', 'regulatory--keep-right--g1', 'regulatory--no-entry--g1', 'information--motorway--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--food--g2', 'other-sign']",15,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",train
_xmW1oVjK20KW1WghH75Og,"['regulatory--yield--g1', 'regulatory--end-of-speed-limit-zone--g1', 'other-sign']",3,['regulatory--yield--g1'],train
_yavKJikt1ztFz48JNbRdg,"['regulatory--yield--g1', 'regulatory--no-u-turn--g3', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",10,['regulatory--yield--g1'],train
a39VwTAn6loVxdD9__NlRQ,"['other-sign', 'regulatory--yield--g1', 'other-sign']",3,['regulatory--yield--g1'],train
a3HZMDyIiG7qgjO1sHhEqw,"['information--pedestrians-crossing--g1', 'warning--junction-with-a-side-road-perpendicular-right--g1']",2,['information--pedestrians-crossing--g1'],train
a3rUVtFsRmF-S32VnknDxg,"['regulatory--no-parking--g1', 'other-sign', 'regulatory--end-of-bicycles-only--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--hospital--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--parking--g2', 'information--pedestrians-crossing--g1', 'regulatory--bicycles-only--g1']",19,['information--pedestrians-crossing--g1'],train
a4CRCHJcixjl3fcM7TdEbA,"['regulatory--no-parking--g1', 'regulatory--weight-limit--g1', 'regulatory--yield--g1', 'regulatory--width-limit--g1']",4,['regulatory--yield--g1'],test
a55vWfIWLBCfZo2n5Ww3NA,"['regulatory--yield--g1', 'regulatory--keep-right--g1', 'regulatory--yield--g1', 'regulatory--yield--g1', 'regulatory--priority-road--g4', 'regulatory--roundabout--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",16,['regulatory--yield--g1'],train
aA8SYgJc81OaOiRE-PlVbA,"['regulatory--maximum-speed-limit-80--g1', 'regulatory--maximum-speed-limit-80--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'complementary--chevron-left--g1']",7,['complementary--chevron-left--g1'],val
aAZjKrJg-VNT5wSDjkUDww,"['complementary--maximum-speed-limit-55--g1', 'warning--curve-right--g2', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--chevron-right--g3', 'other-sign']",10,['complementary--chevron-right--g1'],val
aCa7divVOUw_EleIMdRvmw,"['regulatory--stop--g1', 'regulatory--no-entry--g1', 'regulatory--keep-right--g4', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",8,['regulatory--no-entry--g1'],train
aDfTqJyqcdysMKftShbeIA,"['warning--curve-right--g1', 'regulatory--no-entry--g1', 'other-sign']",3,['regulatory--no-entry--g1'],train
aExbenOg8tsn7tOSKkl4cQ,"['other-sign', 'other-sign', 'regulatory--maximum-speed-limit-35--g2', 'other-sign', 'warning--pass-left-or-right--g2', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1']",10,['regulatory--yield--g1'],train
aFI3xcpA7sMVdblSZJnwSw,"['other-sign', 'other-sign', 'regulatory--stop--g1', 'other-sign', 'warning--children--g1', 'other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'information--road-bump--g1', 'other-sign', 'regulatory--no-right-turn--g1', 'regulatory--turn-left--g1', 'other-sign', 'other-sign']",14,['information--pedestrians-crossing--g1'],val
aGEBDn692r_0kYBnzVc9ZA,"['warning--other-danger--g1', 'warning--other-danger--g1', 'regulatory--no-entry--g1', 'regulatory--no-entry--g1', 'regulatory--no-entry--g1', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign']",9,['regulatory--no-entry--g1'],train
aGUYJTsh-nZHySjj4lK5IA,"['complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'warning--road-narrows--g2', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'warning--pedestrians-crossing--g4', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1']",19,['complementary--chevron-left--g1'],test
aGbH3jT2938vlmmmSa2_rg,"['complementary--chevron-left--g1', 'warning--road-narrows-left--g2', 'other-sign', 'other-sign']",4,['complementary--chevron-left--g1'],train
aHHVCQd4jtHDxBzBDZTOVw,"['regulatory--keep-right--g1', 'other-sign', 'information--pedestrians-crossing--g1', 'regulatory--roundabout--g1', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",10,"['regulatory--yield--g1', 'information--pedestrians-crossing--g1']",train
aJRyspCYiJui6Q1W8UdtPA,"['complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'warning--curve-left--g2', 'complementary--maximum-speed-limit-25--g1', 'other-sign', 'complementary--chevron-left--g1', 'other-sign']",7,"['complementary--chevron-left--g1', 'complementary--chevron-right--g1']",train
aKjEyk9U5O5WQIEjfxPEHw,"['information--pedestrians-crossing--g1', 'regulatory--no-stopping--g15', 'information--pedestrians-crossing--g1', 'warning--pedestrians-crossing--g1', 'warning--road-bump--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",11,['information--pedestrians-crossing--g1'],train
aKlBn996ssxvr7cTebgDRA,"['complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'other-sign']",5,['complementary--chevron-right--g1'],train
aL9x4rCDwehDjcGtw1aUeA,"['warning--curve-right--g2', 'other-sign', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'regulatory--no-overtaking--g5']",9,"['complementary--chevron-left--g1', 'complementary--chevron-right--g1']",train
aMVUsZGlYCCJYmWnbXbtMA,"['regulatory--go-straight--g1', 'regulatory--yield--g1', 'regulatory--no-entry--g1', 'other-sign', 'information--parking--g45', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",9,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",train
aMVuQOaJCuRC0Trb49PW2g,"['warning--falling-rocks-or-debris-right--g2', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'complementary--chevron-left--g1']",6,['complementary--chevron-left--g1'],train
aNOQCeQTxpq0iTf0IvCziw,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--one-way-straight--g1', 'regulatory--turn-right-ahead--g1', 'regulatory--one-way-straight--g1', 'other-sign', 'other-sign', 'regulatory--turn-right-ahead--g1', 'regulatory--pass-on-either-side--g1']",14,['regulatory--yield--g1'],test
aNckebGT6UO8gT8Yfj5jVw,"['information--pedestrians-crossing--g1', 'information--tram-bus-stop--g2', 'other-sign', 'other-sign', 'other-sign', 'information--tram-bus-stop--g2']",6,['information--pedestrians-crossing--g1'],train
aOvM0IH1xh-gtqrgU_IHUw,"['regulatory--yield--g1', 'regulatory--roundabout--g1', 'other-sign', 'other-sign']",4,['regulatory--yield--g1'],train
aSz-W7Ig8Ox7khOiKEuSzw,"['regulatory--no-stopping--g15', 'complementary--tow-away-zone--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--pedestrians-crossing--g1']",7,['information--pedestrians-crossing--g1'],train
aUh1vAzHoJJ3diMAAaEqKA,"['information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign']",4,['information--pedestrians-crossing--g1'],val
aUs4p4bzgkFIt0G5Lijg9Q,"['other-sign', 'other-sign', 'regulatory--roundabout--g1', 'other-sign', 'regulatory--pass-on-either-side--g1', 'other-sign', 'regulatory--pass-on-either-side--g1', 'regulatory--no-entry--g1', 'regulatory--yield--g1', 'regulatory--no-entry--g1', 'regulatory--pass-on-either-side--g1', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--roundabout--g1']",19,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",train
aW6t72Ze0N87pl7rkGx5Yw,"['warning--slippery-road-surface--g1', 'regulatory--no-bicycles--g1', 'regulatory--no-pedestrians--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign']",10,['regulatory--no-entry--g1'],train
aWFodO6zHbGB3HgbE1rqGw,"['warning--falling-rocks-or-debris-right--g4', 'warning--falling-rocks-or-debris-right--g4', 'complementary--chevron-right--g1']",3,['complementary--chevron-right--g1'],train
aX-0cEEVqEzdvfTREhlp2A,"['regulatory--no-entry--g1', 'regulatory--keep-right--g1', 'regulatory--no-motor-vehicles-except-motorcycles--g2', 'other-sign', 'other-sign']",5,['regulatory--no-entry--g1'],val
aXatBvhRINPcn71__h8hlg,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--one-way-straight--g1', 'regulatory--no-heavy-goods-vehicles--g1', 'regulatory--one-way-straight--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--pedestrians-crossing--g1', 'regulatory--turn-right-ahead--g1', 'information--pedestrians-crossing--g1', 'information--parking--g1', 'information--pedestrians-crossing--g1', 'regulatory--priority-road--g4', 'regulatory--pass-on-either-side--g1', 'other-sign', 'regulatory--one-way-straight--g1']",21,"['regulatory--yield--g1', 'information--pedestrians-crossing--g1']",train
aXubpbVAKV-A7PA7_v0K-A,"['regulatory--yield--g1', 'regulatory--no-entry--g1', 'other-sign']",3,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",train
a_b3kaOdT9i0uZogfUBoMg,"['other-sign', 'other-sign', 'complementary--obstacle-delineator--g1', 'regulatory--yield--g1', 'other-sign']",5,['regulatory--yield--g1'],test
aaLr21qMck0gleG_lPXs8A,"['regulatory--no-u-turn--g3', 'regulatory--yield--g1', 'other-sign', 'warning--traffic-signals--g3', 'other-sign', 'other-sign']",6,['regulatory--yield--g1'],train
aadXn8MH70-Kir22vqWg2A,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--one-way-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--turn-right--g1', 'warning--curve-left--g1', 'regulatory--pass-on-either-side--g1', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign']",19,"['regulatory--yield--g1', 'information--pedestrians-crossing--g1']",train
aat8qzxIRt-RJACsHLkXDA,"['regulatory--yield--g1', 'regulatory--yield--g1', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",10,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",val
abh3olMoL1Do5Uxu_8PyFA,"['regulatory--yield--g1', 'regulatory--roundabout--g1', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign']",6,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",train
acYXN1l-QC61dwsta-p6Tw,"['regulatory--no-entry--g1', 'other-sign', 'other-sign', 'regulatory--no-entry--g1']",4,['regulatory--no-entry--g1'],test
acd6kAtmxwoF0L3K_JQIdw,"['regulatory--yield--g1', 'warning--traffic-merges-right--g2']",2,['regulatory--yield--g1'],train
adabHa8WTmrVD5y_O8jt-Q,"['regulatory--yield--g1', 'regulatory--no-heavy-goods-vehicles--g4', 'regulatory--no-heavy-goods-vehicles--g4', 'other-sign', 'other-sign', 'regulatory--go-straight-or-turn-left--g1']",6,['regulatory--yield--g1'],train
adiexwrflx3B1mjYO_Mjwg,"['regulatory--yield--g1', 'regulatory--roundabout--g1', 'other-sign']",3,['regulatory--yield--g1'],train
adsixRxZG7hDL6WKdPgm-g,"['warning--traffic-signals--g3', 'warning--traffic-signals--g3', 'warning--traffic-signals--g3', 'other-sign', 'warning--traffic-signals--g3', 'complementary--distance--g3', 'complementary--chevron-right--g1']",7,['complementary--chevron-right--g1'],train
adur1GCv6-JYYY4B9YqtlA,"['complementary--chevron-left--g1', 'other-sign', 'other-sign']",3,['complementary--chevron-left--g1'],train
ae67rTCGbwqG2PqcILdWZA,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--end-of-prohibition--g1', 'other-sign']",6,['regulatory--yield--g1'],train
aeHtEilfmvtcum0m6DB1jg,"['other-sign', 'regulatory--road-closed-to-vehicles--g3', 'regulatory--no-entry--g1', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",13,['regulatory--no-entry--g1'],train
aeMGqvbDFiSegEl9HS7rKA,"['regulatory--maximum-speed-limit-50--g1', 'other-sign', 'regulatory--roundabout--g1', 'regulatory--no-entry--g1', 'regulatory--yield--g1', 'other-sign']",6,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",train
aeexSvXKXqWwGLpeHEaaHA,"['complementary--maximum-speed-limit-55--g1', 'warning--curve-left--g2', 'other-sign', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1']",5,['complementary--chevron-left--g1'],train
afLRPeMqeD3mZQLpz0teUA,"['information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign']",9,['information--pedestrians-crossing--g1'],val
agzQ0OcdvkT776i3tdL95g,"['complementary--chevron-right--g1', 'warning--slippery-road-surface--g2', 'other-sign']",3,['complementary--chevron-right--g1'],train
ahoE5duE5BVsPofJnALCgw,"['regulatory--no-entry--g1', 'other-sign', 'regulatory--turn-left--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",8,['regulatory--no-entry--g1'],test
aiXGfPesUJKM765jzzLI5Q,"['regulatory--yield--g1', 'regulatory--roundabout--g1', 'regulatory--keep-right--g1', 'regulatory--turn-right--g1', 'regulatory--yield--g1', 'regulatory--roundabout--g1', 'other-sign']",7,['regulatory--yield--g1'],train
